track_name,track_artist,track_popularity,track_album_name,track_album_release_date,duration_ms
Cross Off,Mark Morton,51,Anesthetic,2019-03-01,253446
When Legends Rise,Godsmack,63,When Legends Rise,2018-04-27,172826
MONSTERS,Shinedown,66,ATTENTION ATTENTION,2018-05-04,248373
Who I Am,Wage War,58,Pressure,2019-08-30,221760
Out For Blood,Sum 41,58,Order In Decline,2019-07-19,216571
MZRY,Crown The Empire,51,Sudden Sky,2019-07-19,244615
Still Loving You,Scorpions,9,Love At First Sting (50th Anniversary Deluxe Edition),1984-05-04,388613
Always Somewhere,Scorpions,5,Lovedrive (50th Anniversary Deluxe Edition),1979-02-25,297520
When The Smoke Is Going Down,Scorpions,5,Blackout (50th Anniversary Deluxe Edition),1982-04-10,231987
Holiday,Scorpions,4,Lovedrive (50th Anniversary Deluxe Edition),1979-02-25,391360
Send Me An Angel,Scorpions,14,Crazy World,1990-01-01,273200
Follow Your Heart,Scorpions,51,Born To Touch Your Feelings - Best of Rock Ballads,2017-11-24,245627
Rock You Like A Hurricane,Scorpions,5,Love At First Sting (50th Anniversary Deluxe Edition),1984-05-04,253667
No One Like You,Scorpions,5,Blackout (50th Anniversary Deluxe Edition),1982-04-10,238867
You & I - Live,Scorpions,49,Acoustica,2001-03-22,319347
Believe In Love,Scorpions,4,Savage Amusement (50th Anniversary Deluxe Edition),1988-04-18,323613
We'll Burn The Sky,Scorpions,3,Taken By Force (50th Anniversary Deluxe Edition),1977-12-04,391053
Humanity,Scorpions,55,Humanity - Hour I,2007,326640
Big City Nights,Scorpions,3,World Wide Live (50th Anniversary Deluxe Edition),1985-06-20,298720
The Zoo,Scorpions,3,Animal Magnetism (50th Anniversary Deluxe Edition),1980-03-31,330467
Coast To Coast,Scorpions,2,Lovedrive (50th Anniversary Deluxe Edition),1979-02-25,283107
Top Of The Bill - Live,Scorpions,2,Tokyo Tapes (50th Anniversary Deluxe Edition),1978-08,407333
Walking On The Edge,Scorpions,2,Savage Amusement (50th Anniversary Deluxe Edition),1988-04-18,309360
In Trance - Studio Edit,Scorpions,46,MTV Unplugged (The Studio Edits),2014-04-11,230013
The Future Never Dies,Scorpions,47,Humanity - Hour I,2007,243800
Every Minute Every Day,Scorpions,2,Savage Amusement (50th Anniversary Deluxe Edition),1988-04-18,263320
Alien Nation,Scorpions,2,Face The Heat,1993-01-01,344040
Bad Boys Running Wild,Scorpions,2,Love At First Sting (50th Anniversary Deluxe Edition),1984-05-04,236520
A Moment In A Million Years,Scorpions,46,Eye II Eye,1999-06-22,222573
Your Light,Scorpions,1,Taken By Force (50th Anniversary Deluxe Edition),1977-12-04,275080
Deep and Dark,Scorpions,43,Unbreakable,2004,217347
Dynamite,Scorpions,2,Blackout (50th Anniversary Deluxe Edition),1982-04-10,254627
No Limit,Scorpions,43,Sting in the Tail,2010-03-19,203347
In Search Of The Peace Of Mind,Scorpions,41,Lonesome Crow,1972-01-01,297120
Baba O'Riley - Original Album Version,The Who,6,Greatest Hits,2009-12-21,299750
Think I'm In Love,Eddie Money,52,No Control,1983,188533
White Wedding - Pt. 1,Billy Idol,68,Billy Idol,1982-01-01,252200
Can't You See,Black Stone Cherry,54,Between The Devil & The Deep Blue Sea (Special Edition),2011-01-01,211160
Sound of Madness,Shinedown,66,The Sound of Madness,2008-06-24,233987
Sweet Child O' Mine,Guns N' Roses,8,Appetite For Destruction / G N'R Lies / The Spaghetti Incident,2001,356000
Zombie,Bad Wolves,72,Zombie,2018-01-19,254805
Stranger In My House,Ronnie Milsap,44,Ronnie Milsap Sings His Best Hits For Capitol Records,1996-01-01,253360
Caroline,Status Quo,45,Hello!,1973-09-28,256960
Werewolves of London,Warren Zevon,54,A Quiet Normal Life: The Best of Warren Zevon,1986-10-07,208173
Run,The Exits,26,Run,2019-11-22,262190
Hallowed Be Thy Name - 1998 Remastered Version,Iron Maiden,6,The Number Of The Beast (1998 Remastered Edition),1982,432800
Daddys Little Evil,Bubbatrees,16,Daddys Little Evil,2019-10-25,208257
Firecracker,The Baskervilles,14,Firecracker,2019-12-06,200854
I Ran (So Far Away),A Flock Of Seagulls,58,A Flock Of Seagulls,1982-04-30,308933
Blame,Late Night Legacy,41,Blame,2019-10-18,163781
The Throne,Other Nature,14,The Throne,2019-10-18,255313
Rock the Casbah - Remastered,The Clash,72,Combat Rock (Remastered),1982,222427
Dream On,Daydream Nation,14,Dream On,2019-10-04,198800
Walk Of Life,Dire Straits,75,Brothers In Arms,1985-05-13,249960
Sweet Home Alabama,Lynyrd Skynyrd,31,Rock Legends eAlbum (International Version),2007-01-01,284187
Takin' Care Of Business,Bachman-Turner Overdrive,1,Bachman-Turner Overdrive II,1973-01-01,289893
Mystify,INXS,49,Kick 30,1987-10-19,197587
Bad Medicine,Bon Jovi,2,Bon Jovi Greatest Hits,2010-01-01,316520
Simply Irresistible,Robert Palmer,50,Heavy Nova,1988-06-22,255093
In a City,Modern Love Child,30,MLC,2019-10-25,218609
Fly Away,Lenny Kravitz,52,Greatest Hits,2000,221893
Are You Ready,AC/DC,64,The Razors Edge,1990-09-24,250333
I'd Love to Change the World - 2004 Remaster,Ten Years After,60,A Space in Time (Deluxe Version),1971-11-11,224133
Kiss from a Rose,Wake Me,44,Kiss from a Rose,2017-01-03,295987
Lavender,Marillion,51,"A Singles Collection 1982-1992: Six Of One, Half-Dozen Of The Other",1992-06-08,224160
Over The Hills And Far Away,Gary Moore,54,Wild Frontier,1987,320933
Use Somebody,Kings of Leon,4,Use Somebody,2008-11-21,231800
Crazy,Aerosmith,7,Young Lust: The Aerosmith Anthology,2001-11-20,316733
Rock the Night,Europe,61,The Final Countdown (Expanded Edition),1986,247307
Out In The Fields,Gary Moore,52,Run For Cover,1985-01-01,257707
Pride (In The Name Of Love),U2,32,U218 Singles,2006-01-01,229040
Sundown,Gordon Lightfoot,63,Sundown,1974,213400
Wish You Were Here - 2011 Remastered Version,Pink Floyd,71,Wish You Were Here [Remastered] (Remastered Version),1975-09-12,334744
It Don't Come Easy,Ringo Starr,55,Ringo,1973-01-01,184333
Memory of a Free Festival (Pt. 2) - 2015 Remaster,David Bowie,17,Five Years (1969 - 1973),2015-09-25,214906
I Don't Care Anymore - 2016 Remaster,Phil Collins,57,"Hello, I Must Be Going! (Deluxe Edition)",1982-11-05,305707
My Generation - Shel Talmy Stereo Version,The Who,1,My Generation (Deluxe Edition),1965-12-03,201800
Summer Of '69,Bryan Adams,1,Anthology (set - UK),2005-01-01,215907
Dancing in the Dark,Bruce Springsteen,1,Greatest Hits,2009-06-01,239733
Stick Around,Julian Lennon,22,The Secret Value Of Daydreaming,1986-01-01,245560
Come As You Are,Nirvana,9,Nirvana (International Version),2002-01-01,219027
Alive,Pearl Jam,12,Ten,1991,341160
One Way Or Another,Blondie,55,Atomic: The Very Best Of Blondie,1998-01-01,208360
Glory Days,Bruce Springsteen,1,Greatest Hits,2009-06-01,259267
Rebel Yell,Billy Idol,5,Essential,2011-01-01,287053
"You're Gonna Go Far, Kid",The Offspring,3,"You're Gonna Go Far, Kid",2008-11-28,178453
Wicked game,HIM,37,And Love Said No - Greatest Hits 1997 - 2004,2004,245867
Dancing With Myself,Generation X,9,Essential,2011-01-01,199907
Sharp Dressed Man - 2003 Remaster,ZZ Top,42,Rancho Texicano: The Very Best of ZZ Top,2004-06-08,252760
Love Is A Long Road,Tom Petty,46,Full Moon Fever,1989-01-01,247600
Cocaine,Eric Clapton,1,Complete Clapton,2007-10-08,213320
The Kids Aren't Alright,The Offspring,2,Americana,1998-11-16,179600
Burn It to the Ground,Nickelback,70,Dark Horse,2008-10-28,212347
My Way,Limp Bizkit,1,Chocolate Starfish And The Hot Dog Flavored Water (Explicit Version),2000-01-01,272973
I Love Rock N' Roll,Jane Ashton,25,DISCO ROCK '80,2010-10-18,179722
Paradise City,Guns N' Roses,1,Greatest Hits (EU Version),2004-03-15,406200
I Won't Back Down,Tom Petty,2,Greatest Hits,2008-01-01,175600
Purple Haze,Jimi Hendrix,0,Apollo 13 (Soundtrack),1995-01-01,165893
All Right Now - Remix '91,Free,0,All Right Now - The Best Of Free (Remixed),1991-03-25,254467
You Ain't Seen Nothing Yet - Single Version,Bachman-Turner Overdrive,1,Rock,2003-01-01,208760
Rock Bottom - 2007 Remastered Version,UFO,2,Phenomenon,1974,389333
Gypsy Road,Cinderella,1,Long Cold Winter,1988-01-01,235733
New Sensation,INXS,44,INXS Remastered,2011-01-01,220160
High Voltage,AC/DC,60,High Voltage,1976-05-14,254200
Sympathy For The Devil,The Rolling Stones,7,Singles 1968-1971 (International Version),2005-02-28,377573
Radar Love,Golden Earring,57,Moontan,1973,386707
Green-Eyed Lady,Sugarloaf,47,Green-Eyed Lady,1970-01-01,219760
Jailbreak,Thin Lizzy,0,Wild One - The Very Best Of Thin Lizzy (Remastered Version),1996-01-01,240133
Black Magic Woman - Single Version,Santana,65,Santana's Greatest Hits,1969,196467
Statesboro Blues,The Allman Brothers Band,35,The 1971 Fillmore East Recordings,1971-07,284480
Strange Brew,Cream,3,Disraeli Gears (Remastered),1967-11-02,166600
Venus,Shocking Blue,52,The Very Best Of Shocking Blue (Part One - The A Sides),2011-02-02,187533
"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version",Pink Floyd,17,The Wall [2011 - Remaster] (2011 Remastered Version),1979-11-30,238747
Radio Nowhere,Bruce Springsteen,3,Magic,2007-10-02,199067
The House of the Rising Sun,The Animals,73,The Singles Plus,1987-10-19,269907
Riders on the Storm - New Stereo Mix,The Doors,52,The Future Starts Here: The Essential Doors Hits,2008-01-28,427280
Fly Away,Lenny Kravitz,70,5,1998-05-12,221333
Eye of the Tiger,Survivor,58,Eye Of The Tiger,1982,243773
Comfortably Numb - 2011 Remastered Version,Pink Floyd,11,The Wall [2011 - Remaster] (2011 Remastered Version),1979-11-30,382297
Rain Fall Down,The Rolling Stones,24,A Bigger Bang,2005-09-05,293800
"One Bourbon, One Scotch, One Beer",George Thorogood & The Destroyers,3,George Thorogood & The Destroyers,1977,506720
18 and Life,Skid Row,69,Skid Row,1989-01-24,229960
Wait For The Blackout,White Lion,43,Anthology: '83 - '89,2006-06-20,295427
Pretty Fly (For A White Guy),The Offspring,10,Americana,1998-11-16,188667
Hawaii Five-O,The Ventures,48,Hawaii Five-O,1969,113893
I Can't Dance - 2007 Digital Remaster,Genesis,61,We Can't Dance,1991-11-11,241360
Blinded By The Light,Manfred Mann's Earth Band,11,Best Of Vol 1,2000-01-01,228867
Somebody's Crying - Remastered,Chris Isaak,32,Best Of Chris Isaak,2006-05-05,167093
Money For Nothing - Edit,Dire Straits,5,Sultans Of Swing - The Very Best Of Dire Straits,1998-11-10,246840
Surfer Joe - Hit Version,The Surfaris,15,Wipe Out,1963-07-08,151373
Stuck In The Middle With You,Stealers Wheel,19,Stuck In The Middle With You - The Hits Collection,1998-01-01,206560
I Fought the Law - Single Version,The Bobby Fuller Four,56,Never To Be Forgotten - The Mustang Years,1998,138360
Wicked Game,HIM,53,Greatest Love Songs Vol. 666,1997-03-09,233733
Live To Rise,Soundgarden,0,Avengers Assemble,2012-01-01,280613
Teenage Dirtbag,Wheatus,67,Wheatus,1999-02-15,241667
Wolf Totem (feat. Jacoby Shaddix of Papa Roach),The HU,64,Wolf Totem (feat. Jacoby Shaddix of Papa Roach),2019-12-13,317078
Down with the Sickness,Disturbed,68,The Sickness (10th Anniversary Edition),2010-03-12,278707
Elevate,Papa Roach,62,Elevate,2018-12-14,191565
"Blue On Black (feat. Kenny Wayne Shepherd, Brantley Gilbert & Brian May)",Five Finger Death Punch,60,"Blue On Black (feat. Kenny Wayne Shepherd, Brantley Gilbert & Brian May)",2019-04-12,274615
Oh My God,HELLYEAH,52,Oh My God,2019-06-28,252689
Burn,In Flames,25,Burn,2019-02-08,223720
Torn in Two,Breaking Benjamin,59,Ember,2018-04-13,257453
Broken,From Ashes to New,57,The Future,2018-04-20,200311
(This Is Our) House,In Flames,27,(This Is Our) House,2018-12-14,258773
Truth To the Weak (Not Built To Collapse),Fire From The Gods,39,Truth To the Weak (Not Built To Collapse),2019-07-26,217133
Ambush,Inklings,15,Ambush,2019-03-22,200410
Renegade Music,Papa Roach,50,Who Do You Trust?,2019-01-18,203921
Uncomfortable,Halestorm,54,Vicious,2018-07-27,220667
Rats,Ghost,0,Rats,2018-04-13,261573
Infra-Red,Three Days Grace,63,Outsider,2018-03-09,230933
Do You Really Want It,Nothing More,57,The Stories We Tell Ourselves,2017-09-15,233333
DEVIL,Shinedown,7,DEVIL,2018-03-07,207987
Click Click Boom,Saliva,7,Moving Forward In Reverse: Greatest Hits,2010-01-01,252933
Wolf Totem,The HU,53,Wolf Totem,2018-11-17,338000
333,HELLYEAH,38,333,2019-03-15,196587
Bulletproof,Godsmack,56,Bulletproof,2018-02-28,177048
Got the Life,Korn,68,Follow The Leader,1998-08-18,225307
The Line,Foo Fighters,54,Concrete and Gold,2017-09-15,218240
Ghost,Badflower,3,Ghost,2018-06-08,259428
Crazy,From Ashes to New,0,Crazy,2018-02-02,185697
Mama Said Knock You Out (feat. Tech N9ne),Five Finger Death Punch,57,"The Wrong Side of Heaven and the Righteous Side of Hell, Vol. 1",2013-07-30,167510
Du hast,Rammstein,67,Sehnsucht,1997-08-22,234227
Chop Suey!,System Of A Down,18,Toxicity,2001-01-01,210240
A Crime To Remember,Pop Evil,49,Pop Evil,2018-02-16,202762
Walking In My Shoes,FEVER 333,51,Made An America,2018-03-23,171810
Undead,Hollywood Undead,66,Swan Songs,2008-09-02,265053
Stupify,Disturbed,60,The Sickness (10th Anniversary Edition),2010-03-12,274000
Hardwired,Metallica,56,Hardwired…To Self-Destruct,2016-11-18,191332
Red Cold River,Breaking Benjamin,2,Red Cold River,2018-01-05,200908
Go (Remastered),Pearl Jam,54,Vs.,1993-10-19,193427
House On Fire,Rise Against,0,House On Fire,2017-05-19,194507
Dirty,Sevendust,49,All I See Is War,2018-05-11,197679
Painless,Fozzy,56,Judas,2017-10-13,239780
A Warrior's Call,Volbeat,63,Beyond Hell / Above Heaven,2010,263080
One Step Closer,Linkin Park,74,Hybrid Theory (Bonus Edition),2000-10-24,157333
Last Resort,Papa Roach,17,Infest,2000-04-25,199893
TalkTalk,A Perfect Circle,0,TalkTalk,2018-02-05,255806
Human,HELLYEAH,45,UNDEN!ABLE,2016-06-03,213087
Show Yourself,Mastodon,57,Emperor of Sand,2017-03-31,182893
KILL4ME,Marilyn Manson,63,Heaven Upside Down,2017-10-06,239240
Bulls On Parade,Rage Against The Machine,73,Evil Empire,1996-04-16,229467
Go To War,Nothing More,54,Go To War,2017-06-23,245196
Straight Jacket,Theory of a Deadman,30,Straight Jacket,2018-03-09,240973
Who We Are,Nothing More,44,The Stories We Tell Ourselves,2017-09-15,205757
Betray And Degrade,Seether,56,Poison The Parish (Deluxe Edition),2017-05-12,244347
The End,In Flames,44,Battles,2016-11-11,238491
Deathwish,Red Sun Rising,0,Deathwish,2018-01-12,287935
Rose Red Violent Blue (This Song Is Dumb & so Am I),Stone Sour,47,Hydrograd,2017-06-30,296400
Feed the Wolf,Breaking Benjamin,0,Feed the Wolf,2018-01-26,198032
Spit Out the Bone,Metallica,51,Hardwired…To Self-Destruct,2016-11-18,429199
Headstrong,Trapt,73,Trapt,2002-11-05,285570
Digging My Own Grave,Escape the Fate,29,Digging My Own Grave,2018-02-16,197390
Guerrilla Radio,Rage Against The Machine,69,The Battle Of Los Angeles,1999-11-02,206200
Toxicity,System Of A Down,78,Toxicity,2001-09-04,218933
Black Is The Soul,Korn,52,The Serenity of Suffering,2016-10-21,241147
Song #3,Stone Sour,40,Song #3,2017-04-27,256525
The Violence,Rise Against,1,The Violence,2017-04-20,228720
Now That We're Dead,Metallica,50,Hardwired…To Self-Destruct,2016-11-18,419075
Steambreather,Mastodon,52,Emperor of Sand,2017-03-31,303107
Satellite,STARSET,54,Vessels,2017-01-20,239253
Rusty Cage,Soundgarden,3,Badmotorfinger,1991-01-01,265907
Face to the Floor,Chevelle,60,Hats Off to the Bull,2011-12-06,218560
We Will Not Go Quietly,Sixx:A.M.,30,We Will Not Go Quietly,2016-10-14,260867
Meaning of Life,Disturbed,32,The Studio Album Collection,2011-10-07,241773
Remember the Name (feat. Styles of Beyond),Fort Minor,51,Petrified / Remember The Name,2005-10-04,230493
Bad Company,Five Finger Death Punch,6,War Is The Answer,2009-01-01,262440
Bodies,Drowning Pool,2,Sinner,2001,201960
Indestructible,Disturbed,46,The Studio Album Collection,2011-10-07,278027
Killing In the Name,Rage Against The Machine,57,Rage Against The Machine,1992-11-03,313667
The Only,Static-X,61,Shadow Zone (U.S. Version),2003-10-07,171107
Given Up,Linkin Park,37,Given Up,2008-03-02,189293
Last Resort,Papa Roach,48,The Ultimate Workout Collection: Blood Sweat And Tears,2009-01-01,199587
Whyyawannabringmedown,Aranda,38,Aranda,2008-04-22,162640
The Pride,Five Finger Death Punch,2,American Capitalist,2011-01-01,203813
Psychosocial,Slipknot,49,All Hope Is Gone,2008-08-22,283400
I'm So Sick,Flyleaf,48,Flyleaf,2005,176160
Monster,Skillet,75,Awake,2009-08-21,178013
I Get Off,Halestorm,58,Halestorm (Deluxe),2009-02-25,183707
Click Click Boom,Saliva,4,Every Six Seconds,2001-01-01,252400
Can't Be Touched (feat. Mr. Magic & Trouble),Roy Jones Jr.,71,"Body Head Bangerz, Vol. 1",2004-10-26,214400
"Go Hard, Go Home (feat. Giz, Swellz & Choppa)",Roy Jones Jr.,57,"Body Head Bangerz, Vol. 1",2004-10-26,325333
Live To Win,Paul Stanley,0,Live To Win,2006-01-01,187360
Let the Sparks Fly,Thousand Foot Krutch,0,The End Is Where We Begin,2013-09-02,246131
Cocaine - Original,Nomy,45,Song or suicide,2011-07-14,251947
Remedy,Seether,1,Karma & Effect,2005,207213
You're Going Down,Sick Puppies,62,Tri-Polar (International Version),2009,187347
Animal I Have Become,Three Days Grace,72,One-X,2006-06-25,231400
Let It Die,Three Days Grace,54,One-X,2006-06-25,189307
Give It All,Rise Against,3,Siren Song Of The Counter-Culture (Japan Version / International Version),2004-01-01,169831
Under The Knife,Rise Against,3,The Sufferer & The Witness,2006-01-01,165173
Phenomenon,Thousand Foot Krutch,58,Phenomenon,2003-01-01,179227
Face Everything And Rise,Papa Roach,35,Face Everything And Rise,2014-11-04,190587
Faint,Linkin Park,57,Meteora (Bonus Edition),2003-03-24,162600
Warrior,Disturbed,62,Asylum (Deluxe Edition),2010-08-20,204827
Do You Call My Name,Ra,54,From One,2002-01-01,317160
Desire Into Gold,New Medicine,30,Breaking The Model,2014-08-22,172173
Hell Yeah,Rev Theory,4,Light It Up,2008-01-01,247613
The Hell Song,Sum 41,64,Does This Look Infected?,2002-01-01,198493
Halo,Soil,61,Scars (Expanded Edition),2011-10-07,195653
Feel So Numb,Rob Zombie,0,The Sinister Urge,2001-01-01,233680
False Pretense,The Red Jumpsuit Apparatus,62,Don't You Fake It,2006-01-01,149640
One For The Money,Escape the Fate,0,Ungrateful (Deluxe),2013-05-14,199960
Feel Invincible,Skillet,50,Feel Invincible,2016-05-20,229862
Move,Thousand Foot Krutch,56,The Art Of Breaking,2005-01-01,208693
Riot,Three Days Grace,69,One-X,2006-06-25,207587
Invincible,Adelitas Way,60,Adelitas Way,2009-01-01,190133
Only for the Weak,In Flames,63,Clayman (Reissue 2014),2000-07-03,295227
96 Quite Bitter Beings,CKY,58,"Camp Kill Yourself, Vol.1",1999-01-01,201920
All My Friends Are Dead,Turbonegro,54,Party Animals,2005-05-09,158427
Memory,BrokenRail,31,Brokenrail,2016-11-25,206178
Walk Again,BrokenRail,27,Walk Again,2015-11-26,209394
Rollin' (Air Raid Vehicle),Limp Bizkit,45,Greatest Hitz,2005-01-01,213880
Boom - 2006 Remaster,P.O.D.,53,Greatest Hits [The Atlantic Years],2006-10-27,187240
Lights Out,Bloodlights,0,Lights Out,2017-04-12,211293
Behave,Syden,0,Behave,2017-04-21,132660
Pent Up,Spring Grove,13,In Plain Sight,2016-11-19,235155
Gimme A Break,Freedumb,0,Feeding The Tapeworm,2016-02-10,157680
Out Of Control,Hoobastank,1,The Reason,2004-04-27,162107
The Coming Storm,Matt Moore,39,The Coming Storm,2017-06-09,247278
Heads Will Roll (Battlefield Hardline Rock),Teamheadkick,40,Legend,2015-06-07,235000
Turn It Up,Sonic Syndicate,0,Turn It Up,2010-08-20,218832
Pull the Pins,This Is Not Utopia,25,III,2017-05-02,204324
Undead,Hollywood Undead,3,Swan Songs,2008-01-01,265053
Beating Heart,Steal The City,30,Beating Heart,2017-07-21,256257
Let It Slide,Freedumb,0,Let It Slide,2017-08-31,185958
Hero,As I May,31,Hero,2017-08-04,198261
One Reason (Deadman Wonderland),AmaLee,13,One Reason (Deadman Wonderland),2015-12-29,232844
...To Be Loved,Papa Roach,55,The Paramour Sessions,2006-01-01,182120
Venom - Music From The Motion Picture,Eminem,76,Kamikaze,2018-08-31,269554
XO TOUR Llif3,Fame on Fire,59,XO TOUR Llif3,2017-06-02,190452
Tear Down the Wall,Art Of Dying,54,Rise Up,2015-12-11,184977
Kick Ass,Egypt Central,45,White Rabbit,2011-12-22,198947
Chaos And Earthquakes,Nonpoint,57,Chaos And Earthquakes,2018-06-22,225133
MILK,[ALEXANDROS],28,Sleepless in Brooklyn,2018-11-21,130987
Leave It All Behind,Cult To Follow,63,Leave It All Behind - Single,2011-12-20,224087
Fallen Leaves,Billy Talent,65,Billy Talent II,2006-06-23,199200
Dumptruck,Wilson,55,Tasty Nasty,2018-08-24,217720
Smoke on the Water,Deep Purple,52,Deepest Purple: The Very Best of Deep Purple,1980,337613
Hush - 1998 Remaster,Deep Purple,62,Shades of Deep Purple,1968-07-01,266840
Sunshine Of Your Love,Cream,26,Complete Clapton,2007-10-09,250067
Sympathy For The Devil,The Rolling Stones,3,Beggars Banquet,1968-12-06,377760
Paint It Black,The Rolling Stones,0,Hot Rocks 1964-1971,1971-12-20,202133
Jumpin' Jack Flash,The Rolling Stones,0,Hot Rocks 1964-1971,1971-12-20,222293
(I Can't Get No) Satisfaction - Mono Version / Remastered 2002,The Rolling Stones,0,Hot Rocks 1964-1971,1971-12-20,222800
Under My Thumb,The Rolling Stones,0,Hot Rocks 1964-1971,1971-12-20,222773
Let's Spend The Night Together - Stereo Version,The Rolling Stones,0,Hot Rocks 1964-1971,1971-12-20,215800
Ace Of Spades,Motörhead,4,Ace Of Spades (Reissue - Expanded Bonus Track Edition),1980-11-08,166707
Breaking The Law,Motörhead,31,Hell Bent Forever - A Tribute To Judas Priest,2008-09-01,156400
Hellraiser,Motörhead,22,Collections,2007-05-18,270467
The Boys Are Back In Town,Thin Lizzy,0,Absolute Rock Anthems,2008-07-07,265227
Rebel Yell,Billy Idol,0,Absolute Rock Anthems,2008-07-07,286173
Paranoid,Black Sabbath,0,Absolute Rock Anthems,2008-07-07,165600
My Sharona,The Knack,0,Absolute Rock Anthems,2008-07-07,238227
Black betty,Ram Jam,2,Absolute Rock Anthems,2008-07-07,236160
Barracuda,Heart,0,Absolute Rock Anthems,2008-07-07,261120
I Wanna Rock,Twisted Sister,0,Absolute Rock Anthems,2008-07-07,179760
EYE OF THE TIGER,Survivor,0,Absolute Rock Anthems,2008-07-07,240933
Gimme Shelter,The Rolling Stones,3,Let It Bleed,1969-12-05,270760
Dr. Feelgood,Mötley Crüe,0,Dr. Feelgood (Enhanced),1989,289920
Kickstart My Heart,Mötley Crüe,0,The Best Of Mötley Crüe 20th Century Masters The Millennium Collection (Ecopak),2003,282960
Stand,Motörhead,12,Collections,2007-05-18,211507
Bad Religion,Motörhead,14,Collections,2007-05-18,302613
Who Are You - Single Edit,The Who,0,Absolute Rock Anthems,2008-07-07,299227
Baba O'Riley - Remixed Version,The Who,0,My Generation - The Very Best Of The Who,1996-08-27,309400
The Seeker - Edit,The Who,0,My Generation - The Very Best Of The Who,1996-08-27,204773
All Along The Watchtower,Jimi Hendrix,8,Music From The Motion Picture Watchmen,2009-02-24,239667
Purple Haze,Jimi Hendrix,0,Experience Hendrix Box Set,2000-09-11,208333
Little Wing,Jimi Hendrix,0,Experience Hendrix: The Best Of Jimi Hendrix,2000-03-27,145533
Hey Joe,Jimi Hendrix,0,Experience Hendrix: The Best Of Jimi Hendrix,2000-03-27,209693
Stone Free,Jimi Hendrix,0,Experience Hendrix: The Best Of Jimi Hendrix,2000-03-27,215360
Breaking the Law,Judas Priest,29,Playlist: The Very Best of Judas Priest,2008,154347
The Number Of The Beast - 1998 Remastered Version,Iron Maiden,12,The Number Of The Beast (1998 Remastered Edition),1982,291373
The Trooper - 1998 Remastered Version,Iron Maiden,8,Piece Of Mind (1998 Remastered Edition),1983-05-16,250973
I Was Made For Lovin' You,KISS,3,Greatest Kiss,1997-04-08,270960
Lick It Up,KISS,0,Discoveries,2008-10-20,236013
Iron Man,Black Sabbath,0,Lords Of Dogtown,2005,353880
Crazy Train,Ozzy Osbourne,4,The Essential Ozzy Osbourne,2003,290160
Overkill,Motörhead,20,Rock Band Classics,2008-01-01,312427
Anarchy In The UK,Sex Pistols,0,Kiss This,1992,212093
"Girls, Girls, Girls",Mötley Crüe,0,The Best Of Mötley Crüe 20th Century Masters The Millennium Collection (Ecopak),2003,271133
Shout At The Devil - International,Mötley Crüe,0,Colour Collection (International Version),2007-10-17,195960
Razamanaz,Nazareth,0,The Anthology,2009-07-13,229867
Ain't Talkin' 'Bout Love,Van Halen,3,Van Halen (Reissue),1978-02-07,226973
You Really Got Me - 2004 Remaster,Van Halen,31,The Very Best of Van Halen (UK Release),2004,158573
Jump - 2004 Remaster,Van Halen,59,The Very Best of Van Halen (UK Release),2004,244107
Runnin' with the Devil - 2004 Remaster,Van Halen,23,The Very Best of Van Halen (UK Release),2004,216733
Under Pressure,Queen,1,Greatest Hits II,1991-10-28,236760
Pour Some Sugar On Me - Historia Video Edit,Def Leppard,0,Rock Of Ages: The Definitive Collection,2005-09-26,292360
Rock Rock (Till You Drop),Def Leppard,0,Rock Of Ages: The Definitive Collection,2005-09-26,235493
Ziggy Stardust - 1997 Remaster,David Bowie,32,The Best Of David Bowie 1969-74,1997-10-27,198747
Rebel Rebel - 1997 Remaster,David Bowie,36,The Best Of David Bowie 1969-74,1997-10-27,265653
Spoonman,Soundgarden,0,Superunknown,1994-03-09,246373
Sultans Of Swing,Dire Straits,9,Sultans Of Swing - The Very Best Of Dire Straits,1998-11-10,346600
Highway Star - Deep Purple,Megarock Hits,0,Highway Stars,2006-05-01,391628
Light My Fire - New Stereo Mix Advanced Resolution,The Doors,0,The Doors [40th Anniversary Mixes],1967-01-04,418387
Break On Through [To The Other Side] - New Stereo Mix Advanced Resolution,The Doors,0,The Doors [40th Anniversary Mixes],1967-01-04,146000
Sweet Child O' Mine,Guns N' Roses,3,Appetite For Destruction (Explicit Version),1987-01-01,356400
Paradise City,Guns N' Roses,2,Appetite For Destruction (Explicit Version),1987-01-01,406307
Holy Diver,Dio,3,Dio / Rock Legends,2007-01-01,341707
Rainbow In The Dark,Dio,2,Dio / Rock Legends,2007-01-01,252920
Don't Talk To Strangers,Dio,1,Dio / Rock Legends,2007-01-01,292427
Mother,Danzig,1,Danzig,1988,204867
Long Way Back From Hell,Danzig,0,Danzig II-Lucifuge,2007-11-13,263187
Cum on Feel the Noize,Quiet Riot,3,Playlist: The Very Best Of Quiet Riot,1983,290667
Let's Get Crazy,Quiet Riot,0,Playlist: The Very Best Of Quiet Riot,1983,247600
Slam Dunk (Way To Go!),Quiet Riot,21,Greatest Hits,2007-12-04,205307
Youth Gone Wild,Skid Row,43,Best Of,1998,197786
You've Got Another Thing Coming,Judas Priest,17,Metal Works '73-'93,1993-04-28,308867
Crossroads - Live,Cream,0,The Very Best Of Cream,1995-05-09,255707
